"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gene_69",137.31888380513,0.0927534325705846,1.17637938290309,0.0788465302253823,0.937154693454693,0.99441434400123
"Gene_70",43.030252276984,-0.689072648736426,1.3431600418726,-0.513023487339408,0.60793489117364,0.972903117694105
"Gene_71",48.8245864566263,0.294307767885123,0.990544641204349,0.297117116829072,0.766377096793918,0.974794190913974
"Gene_72",77.1763716380085,0.495562577821357,0.917738914111245,0.539982090986377,0.589209383191687,0.972903117694105
"Gene_73",31.9139807254087,-0.148292709142596,1.12002461173854,-0.132401295104053,0.894666890350961,0.993271027420616
"Gene_74",79.3801437498763,2.00925817647488,1.13407983284808,1.77170788006071,0.0764430609161709,0.613424234728945
"Gene_75",66.3855507786584,0.134414620517639,1.11988714836493,0.120025147814125,0.904463226885803,0.993271027420616
"Gene_76",88.1021236261685,-0.253814461465866,0.906094305776005,-0.280119254527808,0.779386012841679,0.975546205595883
"Gene_77",159.009984341192,0.570564264701718,1.24713383200959,0.45750043023236,0.647311393123483,0.972903117694105
"Gene_78",62.178136419147,-1.66086774400552,1.20210253076817,-1.38163567707006,0.167083593654993,0.721411275020614
"Gene_79",87.0093624370909,-0.9493811673979,1.05971100915062,-0.895886858964355,0.370313193279287,0.890404371972512
"Gene_80",63.2646169353222,-1.74888490892529,0.899164336522484,-1.94501142659761,0.0517736030689143,0.527982889629865
"Gene_81",103.292238779985,0.11073867192875,1.18913381719398,0.0931254921250677,0.925803865646165,0.99441434400123
"Gene_82",48.7748769968234,-1.51553700335555,1.04929948195691,-1.44433217533771,0.148645559235301,0.71395089817012
"Gene_83",51.9725759875748,-0.5673366548974,1.23316089417867,-0.460067017674339,0.645468117256906,0.972903117694105
"Gene_84",48.2872671174119,-0.952691906612915,1.16925035425985,-0.814788640552503,0.415193304269017,0.90328326686795
"Gene_85",62.9685373470747,0.380188245502813,1.37601132006161,0.276297323982618,0.782319711104936,0.975546205595883
"Gene_86",93.4124335123353,0.972204142707668,0.984933904719907,0.987075516487719,0.323605619353819,0.870026289315782
"Gene_87",84.7388749208234,0.728075554244222,1.25905061074158,0.578273460997241,0.56307950902584,0.970275482920882
"Gene_88",64.2463437977743,0.229783800327911,1.07446145309957,0.213859510422675,0.83065661571588,0.980956365242275
"Gene_89",69.6039272615907,-1.22065155561948,1.01480835328844,-1.20283948359709,0.229038442342623,0.806303697180642
"Gene_90",63.9035012555399,-1.01667465203467,0.946907861482497,-1.07367854190475,0.282966781975402,0.845481704313128
"Gene_91",75.0964543698617,-0.24341773778035,0.947800960807502,-0.25682368751026,0.797314883255524,0.975546205595883
"Gene_92",47.7844887671591,0.963374462020051,1.00332533572042,0.960181536060099,0.336963857850561,0.877360683073667
"Gene_93",67.1014869068963,-0.535486338642381,1.13094626304214,-0.473485218653955,0.635867044141879,0.972903117694105
"Gene_94",89.574197652262,1.44664080079876,1.17162656993632,1.23472857130356,0.216931538758927,0.796256047343308
"Gene_95",40.6105639440978,-0.2185534702166,1.06261830327981,-0.205674483059463,0.837045191976772,0.981441791737702
"Gene_96",85.286485382451,-0.620411962583645,1.05309220288226,-0.589133563885107,0.555771679576541,0.966430682602902
"Gene_97",66.271080040552,-1.87529113176644,0.954766152216662,-1.96413658717646,0.0495142542659541,0.527982889629865
"Gene_98",48.1725324283314,0.221234757422481,1.05040323061349,0.21061888518114,0.833184674623111,0.981441791737702
"Gene_99",68.0260565131147,-1.30137463494587,1.11378737209554,-1.16842286737135,0.242636235396973,0.808076908915263
"Gene_100",122.871301340255,0.897218319832946,0.910194878739073,0.985743098308679,0.324259194642329,0.870026289315782
"Gene_101",52.2855252999289,0.361866012962814,1.17567058668991,0.307795412303072,0.758238012688663,0.972903117694105
"Gene_102",56.7007945823131,-0.491284233714222,0.966746899698331,-0.508182890338231,0.611325088668726,0.972903117694105
"Gene_103",108.790040803134,-1.19219003599634,2.11227816059225,-0.564409583093009,0.57247541849106,0.970275482920882
"Gene_104",73.2225265549194,-0.928057130643282,1.14786395737388,-0.808507946156373,0.418798233563814,0.905084924191995
"Gene_105",91.885561045298,-1.49169596613641,1.13765561306775,-1.31120169320308,0.189789630474094,0.748309102399613
"Gene_106",78.806295002372,0.532712829253674,1.11825652492692,0.47637802005089,0.633805090857371,0.972903117694105
"Gene_107",91.5866534076683,1.53641007094502,0.987956581578239,1.55513926380311,0.119912905562054,0.693772597771114
"Gene_108",56.5502557990633,-1.20036184025337,1.02909297109099,-1.16642701288767,0.243441842180962,0.808076908915263
"Gene_109",77.0028208433719,-0.76830207860393,1.13074109105252,-0.679467726682483,0.49684154980609,0.927538025588288
"Gene_110",55.6195635539103,-0.492228920561567,1.20732501254313,-0.407702081417769,0.683492409178575,0.972903117694105
"Gene_111",68.4825387451634,0.507882850597797,1.10253205609654,0.460651323278462,0.645048783359435,0.972903117694105
"Gene_112",123.735484780591,0.534634945676941,1.20540988868519,0.443529583335421,0.657382726146367,0.972903117694105
"Gene_113",58.7185716106085,-0.451258193881547,1.07076452228819,-0.421435511252486,0.673437092771164,0.972903117694105
"Gene_114",116.799707622897,0.367841042765024,1.05627559055874,0.348243437652902,0.727657368415513,0.972903117694105
"Gene_115",90.3213593811014,0.688813383210671,0.936855591541889,0.735239656388253,0.462193551396771,0.924323407775741
"Gene_116",36.2703824384091,-1.27899606695364,1.12895234393154,-1.13290527614264,0.257254034086722,0.814554009250736
"Gene_117",83.235159573381,0.780093884952403,1.03231151846666,0.755676819446047,0.449842985482792,0.915584787500319
"Gene_118",100.615425457105,0.839365207265583,1.34044819039367,0.626182506180319,0.53119524025709,0.959483653527105
"Gene_119",41.7254543814368,-2.43496284033043,1.00824147423331,-2.41505919222579,0.0157326527399938,0.339738804722683
"Gene_120",117.145096376506,-0.00510024230461685,0.958316837763374,-0.00532208357782835,0.995753611728147,0.999072346911579
"Gene_121",109.882483926921,-2.08238020610527,1.21613151847194,-1.71229852567407,0.0868416682482543,0.637434249048656
"Gene_122",155.884905101166,-1.50135973509164,1.09238930219191,-1.37438157997256,0.169323251607153,0.721411275020614
"Gene_123",109.69636667024,-1.4393942891078,1.25371200009369,-1.14810601557633,0.250924801134055,0.808076908915263
"Gene_124",103.442426872834,-1.03421848623626,0.942639855981794,-1.09715123933423,0.272575284430991,0.836701154894028
"Gene_125",35.0606382132216,-1.60256176188014,1.1572455436046,-1.38480702797823,0.166111481381853,0.721411275020614
"Gene_126",77.2064868186357,0.293165511897974,0.859990327353688,0.340893964238047,0.733183408805392,0.972903117694105
"Gene_127",109.433308992107,1.36979245742333,1.17941003070902,1.16142174626059,0.245470429645231,0.808076908915263
"Gene_128",92.3873285399336,1.89268008251525,0.939560748676586,2.01443077010313,0.0439643265139404,0.524891166550582
"Gene_129",26.5971666916796,0.443278976332706,1.10317159559986,0.401822325829255,0.687814790216472,0.972903117694105
"Gene_130",88.6826138027863,0.899668536463155,1.2786424098238,0.703612307515383,0.481674244649945,0.925616820482336
"Gene_132",50.1429950726352,0.88630488654343,0.949385440319904,0.933556434407485,0.35053274681345,0.885427098471699
"Gene_133",62.4049137248497,-0.213169090546729,1.18672967792961,-0.179627335956263,0.857445142743786,0.990077874721829
"Gene_134",103.199689915474,0.0663742710662696,0.886400714865037,0.0748806605784108,0.940309663973476,0.99441434400123
"Gene_135",32.4593601007098,1.03233926143618,1.11085559440779,0.92931904617767,0.352723767521923,0.885427098471699
"Gene_136",122.187309356183,-2.63639332853098,1.04694684205977,-2.5181730558011,0.0117965345134673,0.312129926721202
"Gene_137",260.468514546272,-1.49416481981428,1.20256782723215,-1.2424786244725,0.21406002236181,0.790810422234761
"Gene_138",70.133802171375,-1.23033664939663,1.11636839336444,-1.10208839367865,0.270423244686094,0.836701154894028
"Gene_139",40.6561536535073,-0.512568471344189,1.29943832468558,-0.39445386641818,0.693245981076411,0.972903117694105
"Gene_140",64.9734492892991,1.4544788280534,1.01114806852729,1.43844296728155,0.15030840869404,0.71395089817012
"Gene_141",21.4889904183933,-0.49094469987525,1.27335445928349,-0.385552268102552,0.699828289435988,0.972903117694105
"Gene_142",92.2377770305321,-1.8654345821643,1.2261976472525,-1.52131639327813,0.128180458346278,0.703036698514034
"Gene_143",62.4933640990954,-0.272591546847829,2.25412209431782,-0.120930249313015,0.903746282504152,0.993271027420616
"Gene_144",110.163457160402,-1.57686613503284,1.10598450502377,-1.42575789070295,0.153938239741709,0.71395089817012
"Gene_145",60.5785189060806,-1.92170823303611,1.26767087666897,-1.5159362484415,0.129535473403594,0.703036698514034
"Gene_146",155.155700467505,0.301248619445795,1.10474953345908,0.272684993586335,0.78509537108535,0.975546205595883
"Gene_147",83.7264737617417,0.408725287350303,1.24463842800459,0.328388773923341,0.74261772991316,0.972903117694105
"Gene_148",68.4859566843008,-0.666107356503315,0.881468825731808,-0.755678859034298,0.449841762329612,0.915584787500319
"Gene_149",131.268435284344,0.0694103081902839,1.07869451904496,0.064346584658405,0.948694261090844,0.99441434400123
"Gene_150",80.2190874753926,0.651363464139473,1.33353629014301,0.488448247681075,0.625232374291518,0.972903117694105
"Gene_151",159.757645318723,0.231897637900235,1.18983256527606,0.194899387248181,0.845471713899436,0.984205479081507
"Gene_152",162.602208875925,-0.924798050050242,1.01913301983723,-0.907436057952422,0.364176248667538,0.890404371972512
"Gene_153",110.464727210103,-0.328580506816168,0.906393155847051,-0.362514329125864,0.716967717606549,0.972903117694105
"Gene_154",110.46660957541,-0.67949503113479,1.14852982837899,-0.591621579470699,0.554104020187417,0.966430682602902
"Gene_155",68.9116327761733,-0.498168671663403,1.26673235892353,-0.39327066065222,0.694119585476168,0.972903117694105
"Gene_156",131.676729228969,0.17717877535878,1.01051852549951,0.175334514793975,0.860816792932153,0.990077874721829
"Gene_157",91.7932225107572,-0.797295248614274,1.34996604854896,-0.590603926277454,0.554785833537689,0.966430682602902
"Gene_158",113.628001763522,1.43117837363964,0.964576339142447,1.48373779820478,0.137878494499177,0.703036698514034
"Gene_159",30.6889663266741,0.433176277603556,1.00550859663223,0.430803156784935,0.666611504035751,0.972903117694105
"Gene_160",17.62410465455,0.413228674189989,1.03000535450795,0.401190801952086,0.688279652233655,0.972903117694105
"Gene_161",24.6428784955074,-0.620539640129738,1.09928799032383,-0.564492331028686,0.572419117886508,0.970275482920882
"Gene_163",85.0135041711416,-0.336867230950756,1.15735527800831,-0.291066397114005,0.77100053902442,0.974794190913974
"Gene_164",91.0815212658823,-2.9644932577749,1.22319037770208,-2.42357470416346,0.0153685919803864,0.339738804722683
"Gene_165",111.258233877808,-2.43071036390934,1.07957135133363,-2.25155137815264,0.0243506366227096,0.425701308100583
"Gene_166",69.3363769403705,-0.273066863184799,1.0788686384542,-0.253104829867007,0.800187206680339,0.975546205595883
"Gene_167",91.5855405692856,1.23058838321901,1.06009656710178,1.16082668448153,0.245712388855961,0.808076908915263
"Gene_168",165.80885336137,-2.2095065138004,1.02587125782944,-2.15378537700269,0.031257006997095,0.491362292209963
"Gene_169",105.76546980261,-0.214104429221559,1.15548858796837,-0.185293417391518,0.852998900794522,0.989438298433457
"Gene_170",44.4645539202638,-1.11393917271728,0.879721340316842,-1.26624093524443,0.205426836025404,0.773511047957195
"Gene_171",85.2521736499997,-0.0465091123554085,1.26128398734308,-0.0368744175159004,0.970585137735638,0.99441434400123
"Gene_172",74.9643123503987,-1.70335140687941,1.0626248448269,-1.60296591517855,0.108942179490702,0.67280991600858
"Gene_173",163.815849799846,1.65203156872507,1.26771687699718,1.30315498570801,0.192521854542921,0.748309102399613
"Gene_174",39.7428548743166,-0.512765805756199,0.854406927322745,-0.600142378717519,0.548411351370159,0.966430682602902
"Gene_175",106.730763061477,0.799893056465433,1.11529317106899,0.717204298578058,0.473248047316353,0.925616820482336
"Gene_176",73.049927383472,-1.23837101334261,1.01080730484496,-1.2251306529018,0.220525997538732,0.796660337972025
"Gene_177",119.046354499279,0.448585382602518,1.03030860347245,0.435389339747965,0.663279846845728,0.972903117694105
"Gene_178",98.0152103508535,1.50894164687633,1.29684597397455,1.16354731183053,0.244607514147098,0.808076908915263
"Gene_179",133.863901317293,-1.26678210292625,1.07193346013392,-1.18177307644449,0.237295753459124,0.808076908915263
"Gene_180",42.345986074804,0.428937739777183,1.3855260255778,0.309584758321884,0.75687674833082,0.972903117694105
"Gene_181",85.7281433354036,1.282432157182,1.08791981684311,1.17879290121153,0.238480651734988,0.808076908915263
"Gene_182",72.8411394908342,-2.00559538086667,1.18002318636796,-1.69962370573392,0.0892017284164105,0.637434249048656
"Gene_183",74.3683600833507,0.565506888270325,0.988698062514514,0.571971271828019,0.567341437417193,0.970275482920882
"Gene_184",98.15053411614,-0.41930071359986,1.15474982716752,-0.363109570345953,0.716523035742429,0.972903117694105
"Gene_185",75.1379023663986,3.44739859499649,1.08347036340212,3.18181162258245,0.00146356978889383,0.110218063332851
"Gene_186",66.593700843049,0.213087876825473,0.930096147973867,0.22910306347324,0.818788812478138,0.979458048814083
"Gene_187",66.4222981718028,-2.85768973483128,1.17255018882064,-2.4371577115224,0.0148032214931431,0.339738804722683
"Gene_188",119.678963723188,0.406766045438875,0.918745201103191,0.442740865422151,0.65795318038054,0.972903117694105
"Gene_189",54.3696959175231,0.7677864979192,1.04750339503516,0.732968028130763,0.463577929742481,0.924323407775741
"Gene_190",101.326219243964,0.262124675935984,0.975180437151302,0.268796077064162,0.788086612333707,0.975546205595883
"Gene_191",139.595273755219,0.295840124616862,1.12226849877728,0.263609042701619,0.792081189865504,0.975546205595883
"Gene_192",86.4539709823332,0.0670018796781632,1.0771329610273,0.0622039080618804,0.950400450335805,0.99441434400123
"Gene_193",43.111337919161,1.9981261109062,1.0467145218137,1.90895040554509,0.0562684897244386,0.547701728308342
"Gene_195",149.888938207387,-0.22077715662631,1.36448736316414,-0.161802272843586,0.871461563159192,0.992283628233763
"Gene_196",68.7099784776665,0.161914931052173,1.08152796883887,0.149709425661922,0.880993871393376,0.993271027420616
"Gene_197",98.1852904103787,-2.07979995281575,1.30973916226051,-1.58794973285075,0.112297706281214,0.674475180670605
"Gene_198",105.638481405312,0.611695172364628,1.17876633966379,0.518928265748661,0.603810765861476,0.972903117694105
"Gene_199",60.3627518414308,0.073171706571695,1.40373157755015,0.0521265658918901,0.958427845215935,0.99441434400123
"Gene_200",28.6145819299669,0.72325561131046,1.24477788738407,0.581031860093851,0.561218981046344,0.970275482920882
"Gene_201",48.5858534949802,0.680498215884498,1.11899490843229,0.608133433634541,0.54309897940306,0.966430682602902
"Gene_202",43.7886199777853,1.1710084067474,1.01918328617881,1.14896743561977,0.25056940871207,0.808076908915263
"Gene_203",57.294011816871,0.28495068938973,0.997656549100668,0.285620025896284,0.775169163692695,0.974794190913974
"Gene_204",44.6471961138963,-0.813475205764104,1.05896408079776,-0.768180168255827,0.442380153882108,0.9098532996861
"Gene_205",87.7338170231459,-1.909341578512,0.92088883545219,-2.07336814717104,0.0381380309774155,0.516420458943319
"Gene_206",102.966481782859,1.12460763953026,1.26708767018129,0.887553139373028,0.374781169960953,0.890404371972512
"Gene_207",57.2476681990586,-2.10986485750344,0.878415539503003,-2.40189837567899,0.0163102388375547,0.339738804722683
"Gene_208",118.383090022985,0.268013988224744,1.06654201544628,0.251292480130375,0.801587988661688,0.975546205595883
"Gene_209",96.0883471132653,-1.24073361878584,0.933042945286704,-1.32977118047293,0.18359367410051,0.742627444197382
"Gene_210",60.4536362134047,0.44787098320268,1.07970277802045,0.414809512691833,0.678281355232464,0.972903117694105
"Gene_211",120.033100051103,-0.987406757465386,1.40293110418081,-0.703816997515316,0.481546746974892,0.925616820482336
"Gene_212",71.8460328946094,0.0197603428427691,0.951805239188755,0.0207609099311234,0.983436380368756,0.996785376022104
"Gene_213",68.5592418846233,-2.34789818182392,0.953267503567501,-2.46300033625101,0.0137779786644252,0.339738804722683
"Gene_214",169.928478856882,1.09084693747637,2.19418000839768,0.497154715338498,0.619079952668022,0.972903117694105
"Gene_215",107.681432287113,-2.380110077538,1.1563533616296,-2.05828958216009,0.0395623436371286,0.516420458943319
"Gene_216",53.0243496504434,2.0118547041279,1.31748215686417,1.52704512440339,0.12674979097884,0.703036698514034
"Gene_217",106.57924415607,0.97845437149077,1.10719459073923,0.883723944891653,0.376845251113306,0.890404371972512
"Gene_218",82.5153440151078,0.0905232713227928,0.893589475061152,0.101302973959712,0.919309955462747,0.99441434400123
"Gene_219",74.343767639348,-0.0463422929749445,1.05055183735537,-0.0441123334680993,0.964814861669549,0.99441434400123
"Gene_220",110.086768458398,1.54656234916726,0.920082761461871,1.68089482158106,0.0927833459996927,0.644219118678718
"Gene_221",67.904860123494,3.17180731118465,0.910950631934415,3.48186520761205,0.000497934270718812,0.0541641834481908
"Gene_222",120.861740269741,-1.13823833014331,1.0992538353345,-1.03546450651859,0.30045203398938,0.857558429374936
"Gene_223",35.7757118019837,0.275249865280668,1.05730139684521,0.260332452129509,0.794607342169207,0.975546205595883
"Gene_224",70.4791854333419,-0.406132639664805,1.04616773474587,-0.388209869389117,0.697860730097032,0.972903117694105
"Gene_225",83.7047499161303,-0.4031635729802,1.05289619525163,-0.382909136530642,0.701787136756763,0.972903117694105
"Gene_226",126.362963300025,-1.23467006615833,1.38637584973371,-0.890573841426543,0.373157837850486,0.890404371972512
"Gene_227",110.841570450666,-0.962336237650186,1.21861680387057,-0.789695525774481,0.429705604960846,0.906186537392152
"Gene_228",54.90389350169,-0.698330692860099,1.05616140856126,-0.661196941300279,0.50848602256546,0.934521828848174
"Gene_229",102.311914650629,0.678766645454566,1.13473206498431,0.598173495224136,0.549724174730019,0.966430682602902
"Gene_230",111.117488698748,0.292032335370977,1.26530094723533,0.230800692917415,0.817469642896515,0.979458048814083
"Gene_231",134.404462502277,-1.19289078392479,1.14727376924682,-1.0397612286629,0.298450846168306,0.857558429374936
"Gene_232",43.1242319214599,-0.826242232162977,1.04553661036543,-0.790256624179039,0.429377913059348,0.906186537392152
"Gene_233",97.5529262410324,-0.358277512223438,0.978412102848174,-0.366182625072284,0.714228806351724,0.972903117694105
"Gene_234",91.6467723220175,2.26527661055837,0.988018353192091,2.29274750133913,0.0218625460595949,0.403838350798932
"Gene_235",177.938151813194,0.5986465737441,1.17394366443687,0.509944890780824,0.610090070961411,0.972903117694105
"Gene_236",117.299347764513,-1.19614860028081,0.972477280636094,-1.23000158882726,0.218696509882492,0.796384131985248
"Gene_237",126.812997885332,-1.8749711783022,1.20239045813421,-1.5593696420476,0.118908917226778,0.693772597771114
"Gene_238",118.672238414122,-0.713267765700407,1.19085025518497,-0.59895672238792,0.549201744569983,0.966430682602902
"Gene_239",100.860257274514,-1.4800894620859,1.03428975794747,-1.43102012826958,0.152424446478513,0.71395089817012
"Gene_240",103.481187756316,-1.85312477344831,1.26416551716861,-1.46588777203701,0.142678863767323,0.712666365450048
"Gene_241",125.141500600463,-1.02896583192147,2.20832603361049,-0.465948332021957,0.641252484387928,0.972903117694105
"Gene_242",72.4801663217111,-0.880511087989968,1.15107348582859,-0.764947762962446,0.444302650847865,0.911187442759952
"Gene_243",82.7718900030278,2.19843236450967,1.17579454432022,1.8697419333415,0.0615196633524784,0.562876172168938
"Gene_244",138.663730771095,-0.305926264394305,0.94180458662159,-0.324829873139303,0.745309834008556,0.972903117694105
"Gene_245",121.521898707408,0.776326333159596,1.1858111049568,0.6546795943422,0.512674065925621,0.937289255131627
"Gene_246",43.4647197691734,0.0214757035187612,1.05245263192553,0.0204053872519375,0.983719986340532,0.996785376022104
"Gene_247",66.3168117373384,0.165254381002026,1.0854961433414,0.152238570367774,0.878998773741359,0.993271027420616
"Gene_248",36.0456419790262,-0.908295799222701,0.989764521055917,-0.917688783442852,0.358781821574834,0.886469406322794
"Gene_249",135.032570534158,-1.21241701736675,1.42163069528048,-0.852835424412069,0.393750576225667,0.89558165499636
"Gene_250",64.5547524252714,0.135283533887577,1.09036782217148,0.124071465735441,0.901258690607062,0.993271027420616
"Gene_251",94.2535163262996,-0.58153489832267,0.853956624945133,-0.680988801228673,0.495878576538041,0.927538025588288
"Gene_252",99.4092139995566,1.69082138308084,1.09683385582088,1.54154740401901,0.123183615055259,0.693772597771114
"Gene_253",90.3847077651146,0.0419551813083752,1.05806297894702,0.0396528204305274,0.968369915910241,0.99441434400123
"Gene_254",60.9212718929024,1.15893983954178,1.13447529827359,1.02156463107254,0.306987004818181,0.86306987054214
